lk,rho,theta_perSite,theta,mu,model_recomb,pw_recomb,pw_to_model_ratio
-23229246.876,1.0,0.00055,227.47285000000002,6e-08,7.2e-11,2.637677419525011e-10,3.663440860451404
-21666923.573,1.0,0.00056,231.60871999999998,6e-08,7.2e-11,2.590576037033493e-10,3.5980222736576297
-31532934.074,1.5,0.00065,268.83155,6e-08,7.2e-11,3.3478213401663606e-10,4.649751861342168
-26399007.961,14.5,0.00059,244.01633,6e-08,7.2e-11,3.5653351560528752e-09,49.518543834067714
-23127708.66,1.0,0.00057,235.74459,6e-08,7.2e-11,2.5451273346293967e-10,3.5348990758741623
-26163695.681,1.0,0.00059,244.01633,6e-08,7.2e-11,2.4588518317606036e-10,3.415071988556394
-20453152.151,0.0,0.00053,219.20111,6e-08,7.2e-11,0.0,0.0
-19694638.329,8.5,0.00053,219.20111,6e-08,7.2e-11,2.3266305540149862e-09,32.314313250208144
-22164264.649,6.5,0.00054,223.33698,6e-08,7.2e-11,1.7462401434818362e-09,24.253335326136614
-24362434.216,1.0,0.00056,231.60871999999998,6e-08,7.2e-11,2.590576037033493e-10,3.5980222736576297
-19572958.811,1.0,0.00052,215.06524,6e-08,7.2e-11,2.7898511168053003e-10,3.8747932177851396
-28326626.255,1.0,0.00062,256.42394,6e-08,7.2e-11,2.3398751302238003e-10,3.249826569755278
-16098926.458,0.0,0.00046,190.25002,6e-08,7.2e-11,0.0,0.0
-24369184.674,1.0,0.00058,239.88046,6e-08,7.2e-11,2.5012458288599246e-10,3.473952540083229
-20472853.945,0.0,0.00052,215.06524,6e-08,7.2e-11,0.0,0.0
-21998140.175,7.5,0.00055,227.47285000000002,6e-08,7.2e-11,1.9782580646437582e-09,27.475806453385534
-20655461.04,0.0,0.00053,219.20111,6e-08,7.2e-11,0.0,0.0
-21394560.128,10.0,0.00052,215.06524,6e-08,7.2e-11,2.7898511168053e-09,38.74793217785139
-19765508.778,8.5,0.00052,215.06524,6e-08,7.2e-11,2.3713734492845054e-09,32.93574235117369
-25694065.766,0.0,0.00056,231.60871999999998,6e-08,7.2e-11,0.0,0.0
-23396184.906,1.0,0.00056,231.60871999999998,6e-08,7.2e-11,2.590576037033493e-10,3.5980222736576297
-19239281.657,1.0,0.00051,210.92937,6e-08,7.2e-11,2.844554079879914e-10,3.95076955538877
-17998941.191,1.5,0.00049,202.65762999999998,6e-08,7.2e-11,4.4409874920574176e-10,6.16803818341308
-22913946.24,4.0,0.00056,231.60871999999998,6e-08,7.2e-11,1.0362304148133973e-09,14.392089094630519
-22867743.167,0.0,0.00057,235.74459,6e-08,7.2e-11,0.0,0.0
-22307441.67,1.0,0.00055,227.47285000000002,6e-08,7.2e-11,2.637677419525011e-10,3.663440860451404
-27777515.44,8.0,0.00062,256.42394,6e-08,7.2e-11,1.8719001041790403e-09,25.998612558042225
-22972543.058,1.0,0.00056,231.60871999999998,6e-08,7.2e-11,2.590576037033493e-10,3.5980222736576297
-25517882.101,8.0,0.00061,252.28806999999998,6e-08,7.2e-11,1.902586991132795e-09,26.424819321288822
-21268545.243,0.0,0.00056,231.60871999999998,6e-08,7.2e-11,0.0,0.0
-23133638.885,0.0,0.00055,227.47285000000002,6e-08,7.2e-11,0.0,0.0
-24116510.814,1.0,0.00054,223.33698,6e-08,7.2e-11,2.686523297664363e-10,3.7312823578671708
-17575503.106,1.0,0.00049,202.65762999999998,6e-08,7.2e-11,2.960658328038278e-10,4.11202545560872
-22687707.719,1.0,0.00056,231.60871999999998,6e-08,7.2e-11,2.590576037033493e-10,3.5980222736576297
-21326083.053,2.5,0.00053,219.20111,6e-08,7.2e-11,6.843031041220548e-10,9.504209779472983
-27644021.883,0.0,0.00062,256.42394,6e-08,7.2e-11,0.0,0.0
-20559400.077,3.0,0.00054,223.33698,6e-08,7.2e-11,8.05956989299309e-10,11.193847073601514
-28794866.238,0.0,0.00065,268.83155,6e-08,7.2e-11,0.0,0.0
-26485155.107,0.0,0.00059,244.01633,6e-08,7.2e-11,0.0,0.0
-17319994.187,8.5,0.00049,202.65762999999998,6e-08,7.2e-11,2.5165595788325368e-09,34.95221637267412
-24765961.574,0.0,0.00057,235.74459,6e-08,7.2e-11,0.0,0.0
-26942832.107,1.0,0.0006,248.15219999999997,6e-08,7.2e-11,2.4178709678979275e-10,3.358154122080455
-21396057.238,1.0,0.00054,223.33698,6e-08,7.2e-11,2.686523297664363e-10,3.7312823578671708
-22121714.386,1.0,0.00056,231.60871999999998,6e-08,7.2e-11,2.590576037033493e-10,3.5980222736576297
-26581549.93,1.0,0.00057,235.74459,6e-08,7.2e-11,2.5451273346293967e-10,3.5348990758741623
-23816527.375,0.0,0.00056,231.60871999999998,6e-08,7.2e-11,0.0,0.0
