lk,rho,theta_perSite,theta,mu,model_recomb,pw_recomb,pw_to_model_ratio
-1532812616.362,1.0,0.00286,1182.8588200000002,6e-08,7.2e-11,5.072456576009636e-11,0.7045078577791162
-684583540.509,1.5,0.00201,831.30987,6e-08,7.2e-11,1.0826287915960866e-10,1.503651099439009
-660751375.088,1.0,0.00209,864.3968299999999,6e-08,7.2e-11,6.941256367171082e-11,0.964063384329317
-292731423.148,0.0,0.00161,665.87507,6e-08,7.2e-11,0.0,0.0
-1086692906.443,0.0,0.00283,1170.45121,6e-08,7.2e-11,0.0,0.0
-804453135.633,2.0,0.00213,880.94031,6e-08,7.2e-11,1.3621808269847476e-10,1.891917815256594
-638989016.469,1.5,0.00215,889.21205,6e-08,7.2e-11,1.0121320330735509e-10,1.4057389348243763
-1183920454.056,1.0,0.00263,1087.73381,6e-08,7.2e-11,5.516055440071316e-11,0.7661188111210162
-1345464416.03,1.0,0.00277,1145.63599,6e-08,7.2e-11,5.237265634435943e-11,0.7273980047827698
-892821845.721,2.0,0.00236,976.06532,6e-08,7.2e-11,1.2294259158803018e-10,1.707535994278197
-1238164294.379,2.5,0.00252,1042.23924,6e-08,7.2e-11,1.4392089094630516e-10,1.9989012631431273
-1052498580.459,0.5,0.00254,1050.51098,6e-08,7.2e-11,2.855753111690465e-11,0.39663237662367573
-197692882.247,1.5,0.00126,521.11962,6e-08,7.2e-11,1.727050691355662e-10,2.3986815157717527
